2048,Quantity,0.5 kg,AA20482237,80,60,49,1
2052,Quantity,2 kg,AA20522038,177,360,50,0
2052,Quantity,1 kg,AA20522139,88.2,180,50,0
2052,Quantity,0.50 kg,AA20522241,0,90,50,1
2057,Quantity,3 kg,AA20572043,183.6,270,0,0
2057,Quantity,1 kg,AA20572144,61.2,90,0,0
2057,Quantity,0.5 kg,AA20572246,30.6,45,0,1
2059,Numbers,5 pc,AA20592045,144,170,49,0
2059,Numbers,2 pc,AA20592146,57.6,68,49,0
2059,Numbers,1 pc,AA20592248,28.8,34,45,1
2062,Numbers,2 dozen,AA20622148,124.2,116,50,0
2062,Numbers,1 dozen,AA20622250,0,58,47,1
2064,Quantity,3 kg,AA20642050,480,696,0,0
2064,Quantity,0.5 kg,AA20642151,80,116,0,0
2064,Quantity,0.25 kg,AA20642253,40,58,0,1
2065,Numbers,5 bunch,AA20652051,63,75,50,0
2065,Numbers,2 bunch,AA20652152,26,30,49,0
2065,Numbers,1 bunch,AA20652254,11,15,28,1
2068,Numbers,5 bunch,AA20682054,63,65,50,0
2068,Numbers,2 bunch,AA20682155,25.2,26,47,0
2068,Numbers,1 bunch,AA20682257,12.6,13,33,1
2069,Numbers,5 bunch,AA20692055,67.5,80,50,0
2069,Numbers,2 bunch,AA20692156,27,32,49,0
2069,Numbers,1 bunch,AA20692258,13.5,16,20,1
2072,Numbers,5 bunch,AA20722058,72,80,50,0
2072,Numbers,2 bunch,AA20722159,28.8,32,50,0
2072,Numbers,1 bunch,AA20722261,14.4,16,44,1
2073,Numbers,5 bunch,AA20732059,63,70,50,0
2073,Numbers,2 bunch,AA20732160,25.2,28,50,0
2073,Numbers,1 bunch,AA20732262,12.6,14,50,1
2078,Numbers,5 pc,AA20782064,103.5,100,50,0
2078,Numbers,2 pc,AA20782165,41.4,40,50,0
2078,Numbers,1 pc,AA20782267,20.7,20,47,1
2083,Quantity,2 kg,AA20832069,230.4,304,50,0
2083,Quantity,500 gm,AA20832170,57.6,76,50,0
2083,Quantity,250 gm,AA20832272,28.8,38,50,1
2093,Quantity,1 kg,AA20932079,342,460,50,0
2093,Quantity,500 gm,AA20932181,171,230,50,0
2093,Quantity,250 gm,AA20932283,85.5,115,50,1
2094,Quantity,2 kg,AA20942080,0,760,50,0
2094,Quantity,500 gm,AA20942182,0,190,50,0
2094,Quantity,250 gm,AA20942284,0,95,49,1
2125,Quantity,3 kg,AA21252087,264.6,354,50,0
2125,Quantity,1 kg,AA21252189,88.2,118,49,0
2125,Quantity,0.5 kg,AA21252291,44.1,59,49,1
