id_product;active;product_name;manufacturer;attribute_name;wholesale_price;price;quantity;
"938";"1";"Huggies wonder pants - Large";"Huggies";"8 pc";"99.000000";"110.000000";"50";
"938";"1";"Huggies wonder pants - Large";"Huggies";"20 pc";"238.500000";"265.000000";"50";
"938";"1";"Huggies wonder pants - Large";"Huggies";"60 pc";"719.100000";"799.000000";"50";
"938";"1";"Huggies wonder pants - Large";"Huggies";"38 pc";"477.000000";"530.000000";"50";
"939";"1";"Huggies wonder pants - Extra Large";"Huggies";"16 pc";"256.500000";"285.000000";"50";
"939";"1";"Huggies wonder pants - Extra Large";"Huggies";"46 pc";"675.000000";"750.000000";"50";
"939";"1";"Huggies wonder pants - Extra Large";"Huggies";"32 pc";"472.500000";"525.000000";"50";
"940";"1";"Huggies total protection pants - Small";"Huggies";"26 pc";"261.000000";"290.000000";"50";
"941";"1";"Huggies total protection pants - Medium";"Huggies";"20 pc";"211.500000";"235.000000";"50";
"942";"1";"Huggies total protection pants - Large";"Huggies";"36 pc";"477.000000";"530.000000";"50";
"943";"1";"Huggies total protection pants - Extra Large";"Huggies";"15 pc";"238.500000";"265.000000";"50";
"944";"1";"Huggies Dry  - Small";"Huggies";"30 pc";"270.000000";"300.000000";"50";
"945";"1";"Huggies Dry  - Medium";"Huggies";"18 pc";"179.100000";"199.000000";"50";
"945";"1";"Huggies Dry  - Medium";"Huggies";"9 pc";"103.500000";"115.000000";"50";
"945";"1";"Huggies Dry  - Medium";"Huggies";"2 pc";"22.500000";"25.000000";"50";
"946";"1";"Huggies Dry Diapers - Large";"Huggies";"5 pc";"63.000000";"70.000000";"50";
"946";"1";"Huggies Dry Diapers - Large";"Huggies";"8 pc";"94.500000";"105.000000";"50";
"946";"1";"Huggies Dry Diapers - Large";"Huggies";"2 pc";"24.300000";"27.000000";"50";
"946";"1";"Huggies Dry Diapers - Large";"Huggies";"30 pc";"359.100000";"399.000000";"50";
"946";"1";"Huggies Dry Diapers - Large";"Huggies";"56 pc";"666.000000";"740.000000";"50";
"947";"0";"Huggies Dry  - Extra Large";"Huggies";"";"";"";"";
"948";"1";"Pampers Baby Dry pants - Small";"Pampers";"46 pc";"441.000000";"490.000000";"50";
"949";"1";"Pampers Baby Dry pants - Medium";"Pampers";"60 pc";"621.000000";"690.000000";"50";
"949";"1";"Pampers Baby Dry pants - Medium";"Pampers";"20 pc";"225.000000";"250.000000";"50";
"950";"1";"Pampers Baby Dry pants - Large";"Pampers";"52 pc";"621.000000";"690.000000";"50";
"951";"1";"Pampers Baby Dry pants - Extra Large";"Pampers";"32 pc";"508.500000";"565.000000";"50";
"951";"1";"Pampers Baby Dry pants - Extra Large";"Pampers";"48 pc";"719.100000";"799.000000";"50";
"952";"1";"Mamy Poko Pants - XS";"MamyPoko";"20 pc";"175.500000";"195.000000";"50";
"953";"1";"Mamy Poko Pants -S";"MamyPoko";"18 pc";"175.500000";"195.000000";"50";
"953";"1";"Mamy Poko Pants -S";"MamyPoko";"4 pc";"39.600000";"44.000000";"50";
"953";"1";"Mamy Poko Pants -S";"MamyPoko";"9 pc";"89.100000";"99.000000";"50";
"953";"1";"Mamy Poko Pants -S";"MamyPoko";"44 pc";"449.100000";"499.000000";"50";
"954";"1";"Mamy Poko Pants - M";"MamyPoko";"20 pc";"211.500000";"235.000000";"50";
"954";"1";"Mamy Poko Pants - M";"MamyPoko";"42 pc";"449.100000";"499.000000";"50";
"954";"1";"Mamy Poko Pants - M";"MamyPoko";"9 pc";"99.000000";"110.000000";"50";
"954";"1";"Mamy Poko Pants - M";"MamyPoko";"4 pc";"45.000000";"50.000000";"50";
"955";"1";"Mamy Poko Pants -L";"MamyPoko";"20 pc";"238.500000";"265.000000";"50";
"955";"1";"Mamy Poko Pants -L";"MamyPoko";"36 pc";"449.100000";"499.000000";"50";
"955";"1";"Mamy Poko Pants -L";"MamyPoko";"8 pc";"99.000000";"110.000000";"50";
"955";"1";"Mamy Poko Pants -L";"MamyPoko";"52 pc";"550.000000";"700.000000";"49";
"956";"1";"Mamy Poko Pants -XL";"MamyPoko";"36 pc";"247.500000";"275.000000";"49";
"956";"1";"Mamy Poko Pants -XL";"MamyPoko";"7 pc";"112.500000";"125.000000";"50";
"956";"1";"Mamy Poko Pants -XL";"MamyPoko";"46 pc";"629.100000";"699.000000";"50";
"957";"0";"Mamy Poko Pants -XXXL";"MamyPoko";"";"";"";"";
"958";"1";"Pampers new baby - 5 star skin care Protection  - Small";"Pampers";"5 pc";"48.600000";"54.000000";"50";
"959";"0";"Pampers new baby - 5 star skin care Protection  -Medium";"Pampers";"";"";"";"";
"960";"0";"Pampers new baby - 5 star skin care Protection  -Large";"Pampers";"";"";"";"";
"961";"0";"Pampers new baby - 5 star skin care Protection -Extra Large";"Pampers";"";"";"";"";
"962";"1";"Pampers Large Size diapers";"Pampers";"38 pc";"459.000000";"510.000000";"50";
"962";"1";"Pampers Large Size diapers";"Pampers";"5 pc";"63.000000";"70.000000";"50";
"962";"1";"Pampers Large Size diapers";"Pampers";"18 pc";"220.500000";"245.000000";"50";
"962";"1";"Pampers Large Size diapers";"Pampers";"60 pc";"719.100000";"799.000000";"50";
"963";"1";"Pampers Small Size diapers";"Pampers";"5 pc";"58.500000";"65.000000";"50";
"964";"1";"Pampers Medium Size diapers";"Pampers";"5 pc";"58.500000";"65.000000";"50";
"964";"1";"Pampers Medium Size diapers";"Pampers";"42 pc";"445.500000";"495.000000";"50";
"964";"1";"Pampers Medium Size diapers";"Pampers";"66 pc";"675.000000";"750.000000";"50";
"964";"1";"Pampers Medium Size diapers";"Pampers";"20 pc";"220.500000";"245.000000";"50";
"965";"1";"Pampers Extra Large Size diapers";"Pampers";"16 pc";"315.000000";"350.000000";"50";
"966";"1";"Pampers Active Baby Large Sized Pants";"Pampers";"50 pc";"783.000000";"870.000000";"50";
"966";"1";"Pampers Active Baby Large Sized Pants";"Pampers";"36 pc";"441.000000";"490.000000";"50";
"967";"1";"Mamy Poko Pants Standard -Small";"MamyPoko";"22 pc";"175.500000";"195.000000";"50";
"967";"1";"Mamy Poko Pants Standard -Small";"MamyPoko";"46 pc";"359.100000";"399.000000";"50";
"968";"1";"Mamy Poko Pants Standard -Medium";"MamyPoko";"18 pc";"175.500000";"195.000000";"50";
"968";"1";"Mamy Poko Pants Standard -Medium";"MamyPoko";"36 pc";"359.100000";"399.000000";"50";
"969";"1";"Mamy Poko Pants Standard -Large";"MamyPoko";"17 pc";"175.500000";"195.000000";"50";
"969";"1";"Mamy Poko Pants Standard -Large";"MamyPoko";"34 pc";"359.100000";"399.000000";"50";
"970";"1";"Mamy Poko Pants Standard - Extra Large";"MamyPoko";"14 pc";"175.500000";"195.000000";"50";
"970";"1";"Mamy Poko Pants Standard - Extra Large";"MamyPoko";"28 pc";"359.100000";"399.000000";"50";
"971";"0";"Mamy Poko Soft Baby Wipes";"MamyPoko";"";"";"";"";
"972";"0";"Soul Chhundo Pickle";"Soul";"";"";"";"";
"973";"1";"Soul Gorkeri Pickle";"Soul";"300 gm";"63.000000";"70.000000";"50";
"974";"1";"Soul Carrot Pickle - Made in Virgin Olive Oil";"Soul";"300 gm";"57.600000";"64.000000";"50";
"975";"0";"Soul Mango Pickle";"Soul";"500 gm";"85.500000";"95.000000";"49";
"976";"1";"Soul Chilli Pickle";"Soul";"500 gm";"90.000000";"100.000000";"50";
"977";"1";"Soul Garlic Pickle";"Soul";"300 gm";"49.500000";"55.000000";"50";
"978";"1";"Soul Lime Pickle";"Soul";"400 gm";"72.000000";"80.000000";"50";
"979";"1";"Soul Mixed Pickle";"Soul";"300 gm";"72.000000";"80.000000";"50";
"980";"0";"Soul Pachranga Pickle";"Soul";"";"";"";"";
"981";"0";"Soul Punjabi Mango Pickle";"Soul";"";"";"";"";
"982";"1";"Soul Sweet Lime Pickle";"Soul";"300 gm";"63.000000";"70.000000";"50";
"983";"1";"Soul Mixed Pickle (Made in Virgin Olive Oil)";"Soul";"300 gm";"76.500000";"85.000000";"50";
"984";"1";"Soul Garlic Pickle - Made in Virgin Olive Oil";"Soul";"300 gm";"81.000000";"90.000000";"50";
"985";"1";"Soul Green Chilli Pickle (Made in Virgin Olive Oil)";"Soul";"300 gm";"57.600000";"64.000000";"50";
"986";"1";"Soul Lime Pickle (Made in Virgin Olive Oil)";"Soul";"300 gm";"76.500000";"85.000000";"50";
"987";"1";"Soul Mango Pickle (Made in Virgin Olive Oil)";"Soul";"300 gm";"76.500000";"85.000000";"50";
"988";"1";"Veet Hair Removal Cream - For Dry Skin";"Veet";"25 gm";"49.500000";"55.000000";"50";
"988";"1";"Veet Hair Removal Cream - For Dry Skin";"Veet";"60 gm";"76.500000";"85.000000";"50";
"989";"1";"Veet Hair Removal Cream - For Normal Skin";"Veet";"60 gm";"85.500000";"95.000000";"50";
"989";"1";"Veet Hair Removal Cream - For Normal Skin";"Veet";"100 gm";"130.500000";"145.000000";"50";
"989";"1";"Veet Hair Removal Cream - For Normal Skin";"Veet";"25 gm";"46.800000";"52.000000";"50";
"990";"1";"Veet Hair Removal Cream naturals - with Camellia Seed Oil extracts (Sensitive Skin)";"Veet";"25 gm";"54.000000";"60.000000";"50";
"991";"1";"Veet Hair Removal Cream Supreme essence - Normal Dry skin";"Veet";"60 gm";"89.100000";"99.000000";"50";
"991";"1";"Veet Hair Removal Cream Supreme essence - Normal Dry skin";"Veet";"25 gm";"44.100000";"49.000000";"50";
"992";"0";"Veet Hair Removal Cream - Aloe Vera & Vitamin E (Sensitive Skin, 5 minutes)";"Veet";"";"";"";"";
"993";"1";"Jolen Creme bleach";"Jolen";"14 gm";"45.000000";"50.000000";"50";
"993";"1";"Jolen Creme bleach";"Jolen";"28 gm";"76.500000";"85.000000";"50";
"993";"1";"Jolen Creme bleach";"Jolen";"113 gm";"211.500000";"235.000000";"50";
"994";"1";"Godrej Nupur henna ";"Godrej";"15 gm";"4.500000";"5.000000";"50";
"994";"1";"Godrej Nupur henna ";"Godrej";"500 gm";"117.000000";"130.000000";"50";
"994";"1";"Godrej Nupur henna ";"Godrej";"150 gm";"40.500000";"45.000000";"50";
"994";"1";"Godrej Nupur henna ";"Godrej";"60 gm";"19.800000";"22.000000";"50";
"994";"1";"Godrej Nupur henna ";"Godrej";"30 gm";"10.800000";"12.000000";"50";
"995";"1";"Veet Hair Removal Cream naturals with Papaya extracts (Sensitive Skin)";"Veet";"60 gm";"103.500000";"115.000000";"50";
"995";"1";"Veet Hair Removal Cream naturals with Papaya extracts (Sensitive Skin)";"Veet";"25 gm";"49.500000";"55.000000";"50";
"998";"1";"Whisper Ultra Clean XL Wings";"Whisper";"15 Pads";"150.000000";"165.000000";"49";
"1000";"1";"Whisper Ultra Clean L Wings";"Whisper";"15 pads";"128.700000";"143.000000";"50";
"1000";"1";"Whisper Ultra Clean L Wings";"Whisper";"8 Pads";"72.000000";"80.000000";"50";
"1001";"1";"Whisper Ultra Soft L Wings";"Whisper";"15 Pads";"121.500000";"135.000000";"50";
"1001";"1";"Whisper Ultra Soft L Wings";"Whisper";"7 Pads";"63.000000";"70.000000";"50";
"1001";"1";"Whisper Ultra Soft L Wings";"Whisper";"8 Pads";"70.200000";"78.000000";"50";
"1003";"1";"Whisper Ultra Soft XL Wings";"Whisper";"7 Pads";"70.200000";"78.000000";"50";
"1003";"1";"Whisper Ultra Soft XL Wings";"Whisper";"15 pads";"220.500000";"245.000000";"50";
"1004";"1";"Whisper Maxi Fit Regular";"Whisper";"15 Pads";"121.500000";"135.000000";"50";
"1004";"1";"Whisper Maxi Fit Regular";"Whisper";"8 pads";"70.000000";"77.000000";"49";
"1006";"1";"Whisper Maxi Fit XL Wings";"Whisper";"8 Pads";"69.300000";"77.000000";"0";
"1008";"1";"Whisper Maxi Fit XXL Wings Extra Heavyflow";"Whisper";"2 Pads";"70.200000";"78.000000";"50";
"1010";"1";"Whisper Ultra Nights XL Wings Extra Heavyflow";"Whisper";"15 Pads";"157.500000";"175.000000";"50";
"1010";"1";"Whisper Ultra Nights XL Wings Extra Heavyflow";"Whisper";"7 pads";"76.500000";"85.000000";"50";
"1013";"1";"Stayfree Advanced Ultra thin";"Stayfree";"16 pads";"117.000000";"130.000000";"50";
"1013";"1";"Stayfree Advanced Ultra thin";"Stayfree";"8 pads";"63.000000";"70.000000";"50";
"1014";"1";"Stayfree Secure Dry Ultra-Dry with Wings";"Stayfree";"7 pads";"31.500000";"35.000000";"50";
"1014";"1";"Stayfree Secure Dry Ultra-Dry with Wings";"Stayfree";"16 pads";"99.000000";"110.000000";"50";
"1015";"1";"Stayfree Secure Cottony - Soft Regular With Wings";"Stayfree";"8 pads";"24.300000";"27.000000";"50";
"1015";"1";"Stayfree Secure Cottony - Soft Regular With Wings";"Stayfree";"20 pads";"54.000000";"60.000000";"50";
"1016";"1";"Stayfree Secure Cottony Soft Extra Large with Wings";"Stayfree";"7 pads";"33.300000";"37.000000";"50";
"1017";"1";"Stayfree Advanced All Night";"Stayfree";"7 pads";"63.000000";"70.000000";"50";
"1017";"1";"Stayfree Advanced All Night";"Stayfree";"14 pads";"117.000000";"130.000000";"50";
"1018";"1";"Stayfree Secure Dry Extra Large with Wings";"Stayfree";"7 pads";"33.300000";"37.000000";"50";
"1019";"0";"Haldiram's Namkeen - Bombay Mix";"Haldiram's";"";"";"";"";
"1020";"1";"Haldiram's Namkeen - Navrattan";"Haldiram's";"150 gm";"28.800000";"32.000000";"50";
"1021";"1";"Haldiram's Namkeen - All in one";"Haldiram's";"150 gm";"32.400000";"36.000000";"49";
"1022";"1";"Haldiram's Namkeen - Lite Chiwda";"Haldiram's";"150 gm";"22.500000";"25.000000";"44";
"1023";"1";"Haldiram's Namkeen - Dal Biji";"Haldiram's";"150 gm";"30.600000";"34.000000";"49";
"1024";"0";"Haldiram's Namkeen - Shahi Mixture";"Haldiram's";"";"";"";"";
"1025";"1";"Haldiram's Namkeen - Chana Jor Garam";"Haldiram's";"150 gm";"30.600000";"34.000000";"50";
"1026";"1";"Haldiram's Namkeen - Moong Dal";"Haldiram's";"150 gm";"36.000000";"40.000000";"48";
"1027";"0";"Haldiram's Namkeen - Masala Moong Dal";"Haldiram's";"";"";"";"";
"1028";"1";"Haldiram's Namkeen - Aloo Bhujia";"Haldiram's";"150 gm";"30.600000";"34.000000";"50";
"1029";"0";"Haldiram's Namkeen - Plain Bhujia";"Haldiram's";"";"";"";"";
"1030";"0";"Haldiram's Namkeen - Masala Bhujia";"Haldiram's";"";"";"";"";
"1031";"1";"Haldiram's Namkeen - Nimbu Masala";"Haldiram's";"150 gm";"25.200000";"28.000000";"50";
"1032";"1";"Haldiram's Namkeen - Cornflakes Mix";"Haldiram's";"150 gm";"28.800000";"32.000000";"50";
"1033";"0";"Haldiram's Namkeen - Kashmiri Mix";"Haldiram's";"";"";"";"";
"1034";"0";"Haldiram's Namkeen - Kaju Mixture";"Haldiram's";"";"";"";"";
"1035";"1";"Haldiram's Namkeen - Panchrattan";"Haldiram's";"150 gm";"48.600000";"54.000000";"50";
"1036";"1";"Haldiram's Namkeen - Khatta Meetha";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1036";"1";"Haldiram's Namkeen - Khatta Meetha";"Haldiram's";"350 gm";"58.500000";"65.000000";"50";
"1037";"0";"Haldiram's Namkeen - Chana Dal";"Haldiram's";"";"";"";"";
"1038";"0";"Haldiram's Namkeen - Bombay Chana";"Haldiram's";"";"";"";"";
"1039";"1";"Haldiram's Namkeen - Boondi";"Haldiram's";"150 gm";"30.600000";"34.000000";"49";
"1040";"1";"Haldiram's Namkeen - Mathri";"Haldiram's";"200 gm";"43.200000";"48.000000";"48";
"1041";"0";"Haldiram's Namkeen - Long Sev";"Haldiram's";"";"";"";"";
"1042";"0";"Haldiram's Namkeen - Mithi Sev";"Haldiram's";"";"";"";"";
"1043";"1";"Haldiram's Namkeen - Bhujia Sev";"Haldiram's";"150 gm";"30.600000";"34.000000";"48";
"1044";"1";"Haldiram's Namkeen - Bhel Puri";"Haldiram's";"150 gm";"45.000000";"50.000000";"50";
"1045";"1";"Haldiram's Namkeen - Lahsun Sev";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1046";"1";"Haldiram's Namkeen - Mixture";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1047";"1";"Haldiram's Namkeen - Ratlami Sev";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1048";"1";"Haldiram's Namkeen - Chatpata Dal";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1049";"1";"Haldiram's Namkeen - Aloo Lachha";"Haldiram's";"100 gm";"27.000000";"30.000000";"49";
"1050";"1";"Haldiram's Namkeen - Mini Samosa";"Haldiram's";"200 gm";"43.000000";"48.000000";"48";
"1051";"1";"Haldiram's Namkeen - Chana Choor";"Haldiram's";"150 gm";"30.600000";"34.000000";"50";
"1052";"1";"Haldiram's Namkeen - Bhakarwadi";"Haldiram's";"200 gm";"43.200000";"48.000000";"48";
"1053";"1";"Haldiram's Namkeen - Phalhari Chiwda";"Haldiram's";"150 gm";"27.000000";"30.000000";"44";
"1054";"1";"Haldiram's Namkeen - Lemon bhel";"Haldiram's";"150 gm";"22.500000";"25.000000";"49";
"1055";"1";"Haldiram's Namkeen - Tasty Nuts";"Haldiram's";"150 gm";"27.000000";"30.000000";"50";
"1056";"1";"Haldiram's Namkeen - Salted Peanuts";"Haldiram's";"150 gm";"27.000000";"30.000000";"49";
"1057";"1";"Oral-B All Rounder Toothpaste";"Oral B";"80 gm";"31.500000";"35.000000";"50";
"1057";"1";"Oral-B All Rounder Toothpaste";"Oral B";"190 gm";"64.800000";"72.000000";"50";
"1058";"1";"Dabur Meswak Toothpaste - COMPLETE Oral Care";"Dabur";"200 gm";"75.600000";"84.000000";"49";
"1058";"1";"Dabur Meswak Toothpaste - COMPLETE Oral Care";"Dabur";"100 gm";"42.300000";"47.000000";"50";
"1058";"1";"Dabur Meswak Toothpaste - COMPLETE Oral Care";"Dabur";"300 gm";"117.900000";"131.000000";"50";
"1059";"1";"Dabur Babool Toothpaste";"Dabur";"180 gm";"40.000000";"44.000000";"50";
"1059";"1";"Dabur Babool Toothpaste";"Dabur";"360 gm";"65.000000";"72.000000";"49";
"1059";"1";"Dabur Babool Toothpaste";"Dabur";"90 gm";"22.500000";"28.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"300 gm";"101.700000";"113.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"200 gm";"75.600000";"84.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"50 gm";"15.300000";"17.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"100 gm";"37.800000";"42.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"100 gm";"40.500000";"45.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"50 gm";"16.200000";"18.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"200 gm";"75.600000";"84.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"75 gm";"28.800000";"32.000000";"50";
"1060";"1";"Dabur Red Toothpaste";"Dabur";"2*150 gm";"101.700000";"113.000000";"50";
"1061";"1";"Dabur Lal Dant Manjan";"Dabur";"60 gm";"18.000000";"20.000000";"50";
"1061";"1";"Dabur Lal Dant Manjan";"Dabur";"100 gm";"28.800000";"32.000000";"50";
"1061";"1";"Dabur Lal Dant Manjan";"Dabur";"300 gm";"72.000000";"80.000000";"50";
"1061";"1";"Dabur Lal Dant Manjan";"Dabur";"150 gm";"40.500000";"45.000000";"50";
"1062";"1";"L'Oreal Casting Crème Gloss -  Sonam's Dark Chocolate 323";"L'Oreal";"87.5 gm + 72 ml";"476.100000";"529.000000";"50";
"1063";"1";"L'Oreal Casting Crème Gloss - Iced Chocolate";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1064";"0";"L'Oreal Casting Crème Gloss - 353 Black Ginger";"L'Oreal";"";"";"";"";
"1065";"1";"L'Oreal Casting Crème Gloss - 200 Ebony Black";"L'Oreal";"87.5 gm + 72 ml";"476.100000";"529.000000";"50";
"1066";"1";"L'Oreal Casting Crème Gloss - 300 Darkest Brown";"L'Oreal";"87.5 gm + 72 ml";"476.100000";"529.000000";"50";
"1067";"1";"L'Oreal Casting Crème Gloss - 316 Plum";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1068";"1";"L'Oreal Casting Crème Gloss - 323 Dark Chocolate";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1069";"1";"L'Oreal Casting Crème Gloss - 360 Black Cherry";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1070";"1";"L'Oreal Casting Crème Gloss - 400 Dark Brown";"L'Oreal";"87.5 gm + 72 ml";"490.500000";"545.000000";"50";
"1071";"1";"L'Oreal Casting Crème Gloss - 415 Iced Chocolate";"L'Oreal";"87.5 gm + 72 ml";"490.500000";"545.000000";"50";
"1072";"1";"L'Oreal Casting Crème Gloss - 500 Medium Brown";"L'Oreal";"87.5 gm + 72 ml";"490.500000";"545.000000";"50";
"1073";"1";"L'Oreal Casting Crème Gloss - 530 Praline Brown";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1074";"1";"L'Oreal Casting Crème Gloss - 535 Chocolate";"L'Oreal";"87.5 gm + 72 ml";"382.500000";"425.000000";"50";
"1075";"1";"L'Oreal Casting Crème Gloss - 550 Mahogany";"L'Oreal";"87.5 gm + 72 ml";"449.100000";"499.000000";"50";
"1076";"0";"Garnier Black  Naturals  - Natural Brown 4.0";"Garnier";"";"";"";"";
"1077";"1";"Garnier Color Naturals 3.16 - Burgundy Men";"Garnier";"60 ml + 40 gm";"89.100000";"99.000000";"50";
"1078";"1";"Garnier Color Naturals 1 - Natural Black Men";"Garnier";"36 ml + 24 gm";"89.100000";"99.000000";"50";
"1079";"1";"Garnier Color Naturals 1 - Natural Black Women";"Garnier";"24 ml + 16 gm";"62.100000";"69.000000";"50";
"1080";"0";"Garnier Color Naturals 6.60 - Intense Reds";"Garnier";"";"";"";"";
"1081";"0";"Garnier Color Naturals 5.64 - Copper Reds";"Garnier";"";"";"";"";
"1082";"1";"Garnier Color Naturals 5 - Light Brown";"Garnier";"60 ml + 40 gm";"139.500000";"155.000000";"50";
"1083";"1";"Garnier Color Naturals 3.16 - Burgundy Classic Woman";"Garnier";"60 ml + 40 gm";"144.000000";"160.000000";"50";
"1084";"1";"Garnier Color Naturals 3 - Darkest Brown";"Garnier";"60 ml + 40 gm";"139.500000";"155.000000";"50";
"1084";"1";"Garnier Color Naturals 3 - Darkest Brown";"Garnier";"24 ml + 16 gm";"67.500000";"75.000000";"50";
"1085";"1";"Streax Color - Natural Black";"Streax";"120 ml";"108.000000";"120.000000";"50";
"1086";"1";"Streax Color - Soft Black";"Streax";"120 ml";"67.500000";"75.000000";"50";
"1087";"1";"Streax Color - Dark Brown";"Streax";"120 ml";"108.000000";"120.000000";"50";
"1088";"0";"Streax Color - Brown";"Streax";"";"";"";"";
"1089";"1";"Streax Color - Light Brown";"Streax";"120 ml";"108.000000";"120.000000";"50";
"1090";"0";"Streax Color - Dark Blonde";"Streax";"";"";"";"";
"1091";"1";"Streax Color - Honey Blonde";"Streax";"120 ml";"94.500000";"105.000000";"50";
"1092";"0";"Streax Color - Light Blonde";"Streax";"";"";"";"";
"1093";"1";"Streax Color - Golden Brown";"Streax";"120 ml";"94.500000";"105.000000";"50";
"1094";"1";"Streax Color - Mahogany Ash Brown";"Streax";"120 ml";"94.500000";"105.000000";"50";
"1095";"0";"Streax Color - Light Ash Brown";"Streax";"";"";"";"";
"1096";"0";"Streax Color - Light Brown Copper Mate";"Streax";"";"";"";"";
"1097";"0";"Streax Color - Flame Red";"Streax";"";"";"";"";
"1098";"1";"Streax Color - Reddish Brown";"Streax";"120 ml";"67.500000";"75.000000";"50";
"1099";"0";"Streax Color - Intense Red Light Brown";"Streax";"";"";"";"";
"1100";"0";"Streax Color - Mahogany Blonde";"Streax";"";"";"";"";
"1101";"1";"Streax Color - Burgundy";"Streax";"120 ml";"94.500000";"105.000000";"50";
"1102";"0";"Streax Color - Copper Brown";"Streax";"";"";"";"";
"1103";"0";"Streax Color - Copper Light Brown";"Streax";"";"";"";"";
"1104";"0";"Streax Color - Dark Colour Blonde";"Streax";"";"";"";"";
"1105";"0";"Streax Color - Dark Ash Blonde";"Streax";"";"";"";"";
"1106";"0";"Streax Color - Golden Blonde";"Streax";"";"";"";"";
"1107";"0";"Streax Color - Light Beige Blonde";"Streax";"";"";"";"";
"1108";"0";"Streax Color - Very Light Ash Blonde";"Streax";"";"";"";"";
"1109";"0";"Streax Color - Violet";"Streax";"";"";"";"";
"1110";"0";"Streax Color - Blue";"Streax";"";"";"";"";
"1111";"0";"Streax Color - Green";"Streax";"";"";"";"";
"1112";"1";"Streax Natural Black CODE:1";"Streax";"50 ml";"45.000000";"50.000000";"50";
"1113";"0";"Streax Soft Black CODE:2";"Streax";"";"";"";"";
"1114";"1";"Streax Dark Brown CODE:3";"Streax";"50 ml";"45.000000";"50.000000";"50";
"1115";"0";"Streax Dark Brown CODE:5.4";"Streax";"";"";"";"";
"1116";"1";"Streax Light Brown CODE:5";"Streax";"50 ml";"45.000000";"50.000000";"50";
"1117";"1";"Streax Burgundy CODE: 3.16";"Streax";"50 ml";"45.000000";"50.000000";"50";
"1118";"0";"Streax Mahogany Brown CODE: 4.15";"Streax";"";"";"";"";
"1119";"0";"Streax Golden Brown CODE: 3.16";"Streax";"";"";"";"";
"1120";"0";"Streax Walnut Brown CODE:5.4";"Streax";"";"";"";"";
"1121";"0";"Streax Dark Ash Blonde CODE:6.1";"Streax";"";"";"";"";
"1122";"1";"Streax Honey Blonde CODE: 7.3";"Streax";"50 ml";"31.500000";"35.000000";"50";
"1123";"0";"Streax Intense Copper Blonde CODE: 7.44";"Streax";"";"";"";"";
"1124";"0";"Streax Mahogony Blonde CODE: 7.5";"Streax";"";"";"";"";
"1125";"0";"Streax Platinum Blonde CODE: 9.1";"Streax";"";"";"";"";
"1126";"0";"Streax Flame Red CODE: 0.6";"Streax";"";"";"";"";
"1127";"0";"Streax Reddish Brown CODE: 4.6";"Streax";"";"";"";"";
"1128";"0";"Streax Cinnamon Red CODE: 5.66";"Streax";"";"";"";"";
"1129";"1";"Livon Conditioning Crème Colour - 3.16 Burgundy";"Livon";"30 ml";"53.100000";"59.000000";"50";
"1130";"1";"Vasmol 33 Kesh Kala hair Dye";"Vasmol";"100 ml";"43.200000";"48.000000";"50";
"1130";"1";"Vasmol 33 Kesh Kala hair Dye";"Vasmol";"50 ml";"24.300000";"27.000000";"50";
"1131";"1";"L'Oreal Excellence Crème - 4.3 Gold Caramel";"L'Oreal";"72 ml + 100 gm";"472.500000";"525.000000";"50";
"1132";"1";"L'Oreal Excellence Crème - 5.35 Chocolate";"L'Oreal";"72 ml + 100 gm";"472.500000";"525.000000";"50";
"1133";"1";"L'Oreal Excellence Crème - 1 Natural Black";"L'Oreal";"72 ml + 100 gm";"503.100000";"559.000000";"50";
"1134";"1";"L'Oreal Excellence Crème - 3 Natural Darkest Brown";"L'Oreal";"72 ml + 100 gm";"517.500000";"575.000000";"50";
"1135";"1";"L'Oreal Excellence Crème - 3.16 Burgundy";"L'Oreal";"72 ml + 100 gm";"472.500000";"525.000000";"50";
"1136";"1";"L'Oreal Excellence Crème - 4 natural Dark Brown";"L'Oreal";"72 ml + 100 gm";"503.100000";"559.000000";"50";
"1137";"1";"L'Oreal Excellence Crème - 4.16 Deep Plum";"L'Oreal";"72 ml + 100 gm";"472.500000";"525.000000";"50";
